,condition,created_at,id,max_quantity,merchant_return_insurance,min_quantity,name,price,rush_delivery,sku_id,state,stock,weight,category_url,rating_average_rate,rating_user_count,sla_type,sla_value,stats_interest_count,stats_sold_count,stats_view_count,stats_waiting_payment_count,store_address_city,store_address_province,store_brand_seller,store_delivery_time,store_id,store_description,store_level_name,store_name,store_premium_level,store_premium_top_seller,store_rejection_recent_transactions,store_rejection_rejected,store_reviews_negative,store_reviews_positive,store_sla_type,store_sla_value,store_subscriber_amount,store_url,warranty_cheapest,deal_applied_date,deal_discount_price,deal_expired_date,deal_original_price,deal_percentage,url,timestamp
74,Baru,2022-01-24 09:59:02,4h0ia4g,2147483647,False,1,Kopi Arabika Java Ijen 200 Gram - BUBUK BIJI - Premium Arabica Coffee,58000,False,9825354304,available,953,210,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,86,,0,0,173,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,58000,2022-12-31 16:59:59,64000,9,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0ia4g-jual-kopi-arabika-java-ijen-200-gram-bubuk-biji-premium-arabica-coffee,2022-06-19
75,Baru,2022-02-21 10:16:16,4h2z6pg,2147483647,False,1,Kapal Api Signature Bag 65 Gr,9490,True,9832360816,available,74,80,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,16,,0,1,166,0,0.0,Tangerang,Banten,True,2 jam,580415954,Hypermart Cyberpark Karawaci Official Store,Good Seller,Hypermart Cyberpark Karawaci,platinum,True,36,0,16,6250,normal,2,47,https://www.bukalapak.com/u/hypermart_cyberpark_kar_620297,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h2z6pg-jual-kapal-api-signature-bag-65-gr,2022-06-19
76,Baru,2021-10-27 07:53:31,4gpfq0g,2147483647,False,1,Kopi Bubuk Robusta Sidikalang 250 gram Merek Brazica Super Quality,24000,False,9797080072,available,9892,275,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,35,,0,0,165,0,0.0,Jakarta Barat,DKI Jakarta,False,9 jam,31053171,"Kopi enak dan berkualitas tidak harus MAHAL. Kopi Brazica Tercipta Aroma Lebih Sempurna Kopi enak, Aroma mantap, Rasa nikmat. Kopi asli 100% tanpa campuran. Buktikan Sendiri !!! Spesialis kopi robusta lampung. Brazica merupakan merek dagang yang terdaftar",Juragan,Brazica,platinum,True,100,1,0,3848,normal,2,77,https://www.bukalapak.com/u/brazica,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gpfq0g-jual-kopi-bubuk-robusta-sidikalang-250-gram-merek-brazica-super-quality,2022-06-19
77,Baru,2020-12-10 03:31:50,42n2u64,2147483647,False,1,KOPI KOFFIES SLB. KOPI STAMINA VITALITAS PRIA,30000,False,8917909231,available,9973,30,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,52,,0,21,161,0,33.0,Malang,Jawa Timur,False,18 jam,2824132,"Harga Grosir. Dijamin Murah
Dropshipper, Reseller Welcome
Packing Dijamin Aman dan Rahasia. Keterangan Herbal
Semua barang yang dijual ORIGINAL 100%
Jadwal Kirim Masing Masing Kurir dan FAQ Ada Di Catatan Lapak (Mohon Bisa Dicek)
HAPPY SHOPPING",Recommended Seller,OmahJamu,platinum,True,100,0,0,37267,normal,2,2367,https://www.bukalapak.com/u/omahjamuonline,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/42n2u64-jual-kopi-koffies-slb-kopi-stamina-vitalitas-pria,2022-06-19
78,Baru,2021-01-26 02:45:16,49q08v3,2147483647,False,1,Kadobox Robusta LIMITED 7-in-1 - BEST PREMIUM - FREE BOX & KERTAS KADO - Hadiah Kado Cowok Pacar,295000,False,9351533301,available,81,600,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,113,,0,2,160,0,0.0,Jakarta Barat,DKI Jakarta,True,20 jam,535663716,"Kadobox adalah akun resmi Kadobox_id di Bukalapak

Untuk moment berharga dengan orang tersayang, 
Kami Menyediakan :

 Kado Handmade READY Langsung Kirim, 
 Isi BANYAK, FREE Exclusive Box + Kertas Kado

Cocok untuk :
 Ulang Tahun, 
 Anniversary, 
 Wisuda, 
 Kejutan Tak Terduga.",Juragan,Kadobox,platinum,True,96,3,13,1807,normal,2,52,https://www.bukalapak.com/u/kadobox_id,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/49q08v3-jual-kadobox-robusta-limited-7-in-1-best-premium-free-box-kertas-kado-hadiah-kado-cowok-pacar,2022-06-19
79,Baru,2022-01-24 10:02:35,4h0ian4,2147483647,False,1,Arabika Malabar Natural 200 Gr - Bubuk Biji - Premium Arabica Coffee by Sentra Kopi,67000,False,9825355870,available,42,210,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,90,,0,0,157,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,67000,2022-12-31 16:59:59,73000,8,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0ian4-jual-arabika-malabar-natural-200-gr-bubuk-biji-premium-arabica-coffee-by-sentra-kopi,2022-06-19
80,Baru,2021-11-18 15:33:41,4gt5qc4,2147483647,False,1,TORABIKA DUO KOPI GULA RENCENG,11200,False,9806495215,available,143,300,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,62,,0,1,156,0,0.0,Jakarta Utara,DKI Jakarta,False,20 jam,6963855,,Recommended Seller,Toko Baru 227,platinum,True,100,0,111,28561,normal,2,103,https://www.bukalapak.com/u/black_stone27,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gt5qc4-jual-torabika-duo-kopi-gula-renceng,2022-06-19
81,Baru,2022-01-24 09:59:10,4h0ia57,2147483647,False,1,Kopi Lampung 500 Gram - Bubuk Biji - Robusta Coffee,85000,False,9825354370,available,4916,500,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,86,,0,0,149,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,85000,2022-12-31 16:59:59,93500,9,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0ia57-jual-kopi-lampung-500-gram-bubuk-biji-robusta-coffee,2022-06-19
82,Baru,2022-01-18 01:38:58,4gzurrv,2147483647,False,1,Good Day Cappucino,18850,False,9823138708,available,45,350,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,49,,0,0,144,0,0.0,Jakarta Pusat,DKI Jakarta,False,1-2 hari,364499756,,Recommended Seller,Toko Ali Jaya,platinum,False,11,0,12,25968,normal,2,5,https://www.bukalapak.com/u/antono_gautama386,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gzurrv-jual-good-day-cappucino,2022-06-19
83,Baru,2022-03-16 08:38:36,4h4why7,2147483647,False,1,Kopi Bubuk Cap KingKong 450Gram,38000,False,9837848380,available,16,600,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,25,,0,0,144,0,0.0,Pangkal Pinang,Kepulauan Bangka Belitung,False,22 jam,27283783,Toko Pertama Yang Menjual Kerupuk dan Makanan Khas Bangka Sejak 1981,Juragan,Toko Amin Bangka,platinum,False,39,1,4,4750,normal,2,9,https://www.bukalapak.com/u/sandroyasmin,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h4why7-jual-kopi-bubuk-cap-kingkong-450gram,2022-06-19
84,Baru,2022-01-24 10:02:37,4h0iang,2147483647,False,1,Kopi Arabika Bali Kintamani 500 Gram - Bubuk Biji - Premium Arabica Coffee,125000,False,9825355906,available,4950,500,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,78,,0,0,142,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,125000,2022-12-31 16:59:59,137500,9,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0iang-jual-kopi-arabika-bali-kintamani-500-gram-bubuk-biji-premium-arabica-coffee,2022-06-19
85,Baru,2022-01-24 09:58:58,4h0ia41,2147483647,False,1,Kopi Tubruk Premium 200 Gram - Sentra Kopi - Murni - Fine Robusta Coffee,39000,False,9825354271,available,960,210,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,71,,0,0,141,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,39000,2022-12-31 16:59:59,45000,13,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0ia41-jual-kopi-tubruk-premium-200-gram-sentra-kopi-murni-fine-robusta-coffee,2022-06-19
86,Baru,2022-01-05 00:48:59,4gyin3a,2147483647,False,1,eceran per sachet kopi radix hpa,4500,False,9819674143,available,1999,50,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,14,,0,1,138,0,0.0,Jakarta Timur,DKI Jakarta,False,16 jam,581217995,,Recommended Seller,Pangeran Herbal,platinum,True,100,0,55,27296,normal,2,11,https://www.bukalapak.com/u/pangeran_herbal_299874,False,2022-01-09 17:00:00,4500,2024-01-08 16:59:59,6000,25,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gyin3a-jual-eceran-per-sachet-kopi-radix-hpa,2022-06-19
87,Baru,2022-03-16 08:36:10,4h4wh5m,2147483647,False,1,Kopi Bubuk Khas Bangka Cap Bintang 500 Gram,40000,False,9837846136,available,22,600,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,22,,0,0,135,0,0.0,Pangkal Pinang,Kepulauan Bangka Belitung,False,22 jam,27283783,Toko Pertama Yang Menjual Kerupuk dan Makanan Khas Bangka Sejak 1981,Juragan,Toko Amin Bangka,platinum,False,39,1,4,4750,normal,2,9,https://www.bukalapak.com/u/sandroyasmin,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h4wh5m-jual-kopi-bubuk-khas-bangka-cap-bintang-500-gram,2022-06-19
88,Baru,2022-01-24 09:56:20,4h0i9mm,2147483647,False,1,Van Java Coffee - Arabica Robusta Blend 250 Gram,50000,False,9825353101,available,91,500,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,74,,0,1,133,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0i9mm-jual-van-java-coffee-arabica-robusta-blend-250-gram,2022-06-19
89,Baru,2022-02-22 08:34:28,4h323ad,2147483647,False,1,KOPI ABC SUSU PLUS GULA sachet 31gram RENCENG ISI 10 PCS,15000,False,9832589362,available,368,500,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,50,,0,0,132,0,0.0,Kab. Bekasi,Jawa Barat,False,1-2 hari,584696912,aneka perlengkapan rumah tangga dengan harga grosir,Recommended Seller,Rumah Irsya,platinum,True,5,0,9,11499,normal,2,2,https://www.bukalapak.com/u/mutiah_189979,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h323ad-jual-kopi-abc-susu-plus-gula-sachet-31gram-renceng-isi-10-pcs,2022-06-19
90,Baru,2021-09-16 07:28:16,4ginoaj,2147483647,False,1,Kopi GoodDay Cappuccino 10 saset sachet 1 renceng,17309,False,9780750937,available,3,300,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,25,,0,1,126,0,0.0,Depok,Jawa Barat,False,11 jam,50335897,Sembako dan Kebutuhan Sehari-hari Anda,Juragan,Toko Gaol,platinum,True,100,2,25,4464,normal,2,61,https://www.bukalapak.com/u/tommy_johnson,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4ginoaj-jual-kopi-goodday-cappuccino-10-saset-sachet-1-renceng,2022-06-19
91,Baru,2021-10-29 07:38:25,4gptu74,2147483647,False,1,Nescafe classic kopi nescafe 10 sachet,6000,False,9798105736,available,26,40,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,36,,0,8,125,0,0.0,Bekasi,Jawa Barat,False,20 jam,327113,Feedback negatif=garansi hangus/non retur Ninja&amp;wahana kurir lelet/sabar..cepat via sicepat/jne/j&amp;t,Recommended Seller,Bumenjaya Abadi,platinum,True,100,4,0,16445,normal,2,599,https://www.bukalapak.com/u/bumenjaya_abadi,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gptu74-jual-nescafe-classic-kopi-nescafe-10-sachet,2022-06-19
92,Baru,2021-10-27 07:51:59,4gpfoxm,2147483647,False,1,Kopi Bubuk Robusta Sidikalang 1 Kg Merek Brazica Super Quality,88000,False,9797077633,available,9901,1100,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,52,,0,0,123,0,0.0,Jakarta Barat,DKI Jakarta,False,9 jam,31053171,"Kopi enak dan berkualitas tidak harus MAHAL. Kopi Brazica Tercipta Aroma Lebih Sempurna Kopi enak, Aroma mantap, Rasa nikmat. Kopi asli 100% tanpa campuran. Buktikan Sendiri !!! Spesialis kopi robusta lampung. Brazica merupakan merek dagang yang terdaftar",Juragan,Brazica,platinum,True,100,1,0,3848,normal,2,77,https://www.bukalapak.com/u/brazica,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gpfoxm-jual-kopi-bubuk-robusta-sidikalang-1-kg-merek-brazica-super-quality,2022-06-19
93,Baru,2022-03-29 07:50:00,4h5vqag,2147483647,False,1,Kopi Bangka Kingkong Asli 200gr,21000,False,9840726922,available,94,210,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,33,,0,0,120,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,17303043,"1st Hand Snacks Distributor
deKarrel, Dong Alo, Jajanan Pasar, Oleh Oleh Khas Bangka, Velout, Bihun Segitiga Bintang, dll.

BACALAH DESKRIPSI PRODUK sebelum transaksi. Membeli = setuju dan sudah membaca segala ketentuan di toko kami. Happy shopping! 

Instagram: @moshisnacks",Recommended Seller,Moshi Snacks,platinum,True,100,4,38,15864,normal,2,18,https://www.bukalapak.com/u/rantimettatirtha,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h5vqag-jual-kopi-bangka-kingkong-asli-200gr,2022-06-19
94,Baru,2021-11-19 06:41:24,4gt8es7,2147483647,False,1,Kopi RDX Cafe,52500,False,9806652520,available,44,800,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,41,,0,0,119,0,0.0,Jakarta Timur,DKI Jakarta,False,15 jam,578335394,Obat Herbal dan Pengaharum Ruangan / Aroma Therapy,Recommended Seller,Toko Buhurdupaparfum,platinum,True,100,0,4,12732,normal,2,14,https://www.bukalapak.com/u/toko_buhurdupaparfum_252012,False,2021-11-19 17:00:00,52500,2023-11-18 16:59:59,75000,30,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gt8es7-jual-kopi-rdx-cafe,2022-06-19
95,Baru,2022-03-29 07:50:39,4h5vqn7,2147483647,False,1,Kopi Bubuk Kingkong Asli Bangka 450gr,42000,False,9840727579,available,999883,500,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,31,,0,0,118,0,0.0,Jakarta Barat,DKI Jakarta,False,1-2 hari,17303043,"1st Hand Snacks Distributor
deKarrel, Dong Alo, Jajanan Pasar, Oleh Oleh Khas Bangka, Velout, Bihun Segitiga Bintang, dll.

BACALAH DESKRIPSI PRODUK sebelum transaksi. Membeli = setuju dan sudah membaca segala ketentuan di toko kami. Happy shopping! 

Instagram: @moshisnacks",Recommended Seller,Moshi Snacks,platinum,True,100,4,38,15864,normal,2,18,https://www.bukalapak.com/u/rantimettatirtha,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h5vqn7-jual-kopi-bubuk-kingkong-asli-bangka-450gr,2022-06-19
96,Baru,2022-01-18 01:38:48,4gzurpa,2147483647,False,1,Torabika - Creamy Latte,15000,False,9823138573,available,11,350,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,45,,0,0,111,0,0.0,Jakarta Pusat,DKI Jakarta,False,1-2 hari,364499756,,Recommended Seller,Toko Ali Jaya,platinum,False,11,0,12,25968,normal,2,5,https://www.bukalapak.com/u/antono_gautama386,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gzurpa-jual-torabika-creamy-latte,2022-06-19
97,Baru,2021-09-16 07:28:20,4ginohv,2147483647,False,1,Kapal Api Special Tanpa Gula Renceng 10 Sachet 6.5gr,5197,False,9780751201,available,3,90,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,13,,0,1,108,0,0.0,Depok,Jawa Barat,False,11 jam,50335897,Sembako dan Kebutuhan Sehari-hari Anda,Juragan,Toko Gaol,platinum,True,100,2,25,4464,normal,2,61,https://www.bukalapak.com/u/tommy_johnson,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4ginohv-jual-kapal-api-special-tanpa-gula-renceng-10-sachet-6-5gr,2022-06-19
98,Baru,2022-02-21 10:16:02,4h2z6gd,2147483647,False,1,Nescafe kopi instant classic 10x2gr,6900,False,9832360480,available,6,20,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,25,,0,0,104,0,0.0,Bekasi,Jawa Barat,False,21 jam,55589749,Kebutuhan dan perlengkapan sehari-hari,Recommended Seller,jco mart,platinum,True,100,17,59,20449,normal,2,16,https://www.bukalapak.com/u/jcokaban,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h2z6gd-jual-nescafe-kopi-instant-classic-10x2gr,2022-06-19
99,Baru,2020-10-05 07:18:46,3tahawp,2147483647,False,1,Kopi Vietnam Trung Nguyen Kopi Susu King Coffee Cafe Sua isi 10 Sachet,39000,False,8345355676,available,24,300,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,4,,0,1,103,0,1.0,Jakarta Utara,DKI Jakarta,True,23 jam,12324201,Favorite Outdoor Shop,Good Seller,Hike n Run Official Store,platinum,True,100,5,199,9572,normal,2,3920,https://www.bukalapak.com/u/hikenrun,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/3tahawp-jual-kopi-vietnam-trung-nguyen-kopi-susu-king-coffee-cafe-sua-isi-10-sachet,2022-06-19
100,Baru,2022-02-21 10:16:13,4h2z6ng,2147483647,False,1,Kapal Api Special Mix 20 Pcs X 25 Gr,26890,True,9832360744,available,317,530,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,11,,0,0,99,0,0.0,Tangerang,Banten,True,2 jam,580415954,Hypermart Cyberpark Karawaci Official Store,Good Seller,Hypermart Cyberpark Karawaci,platinum,True,36,0,16,6250,normal,2,47,https://www.bukalapak.com/u/hypermart_cyberpark_kar_620297,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h2z6ng-jual-kapal-api-special-mix-20-pcs-x-25-gr,2022-06-19
101,Baru,2021-09-16 07:29:02,4ginpfd,2147483647,False,1,Kapal Api Special Merah Kopi Bubuk Instan 165 g,12998,False,9780752716,available,7,193,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,19,,0,0,96,0,1.0,Depok,Jawa Barat,False,11 jam,50335897,Sembako dan Kebutuhan Sehari-hari Anda,Juragan,Toko Gaol,platinum,True,100,2,25,4464,normal,2,61,https://www.bukalapak.com/u/tommy_johnson,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4ginpfd-jual-kapal-api-special-merah-kopi-bubuk-instan-165-g,2022-06-19
102,Baru,2022-01-24 09:59:46,4h0ia8m,2147483647,False,1,Kopi Arabika Timor Leste 200 Gram - BUBUK BIJI - Premium Arabica Coffee,67000,False,9825354637,available,115,210,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,51,,0,0,93,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,67000,2022-12-31 16:59:59,73000,8,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0ia8m-jual-kopi-arabika-timor-leste-200-gram-bubuk-biji-premium-arabica-coffee,2022-06-19
103,Baru,2022-01-24 10:02:33,4h0iams,2147483647,False,1,Kopi Arabika Papua Wamena 1 KG - Bubuk Biji - Premium Arabica Coffee,260000,False,9825355840,available,4971,1050,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,36,,0,0,91,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0iams-jual-kopi-arabika-papua-wamena-1-kg-bubuk-biji-premium-arabica-coffee,2022-06-19
104,Baru,2022-01-24 10:06:02,4h0ibpa,2147483647,False,1,Robusta Aceh Gayo 500 Gr - Biji Bubuk - Sentra Kopi - Premium Coffee,88000,False,9825357814,available,951,500,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,4.9,53,,0,0,90,0,0.0,Bandung,Jawa Barat,False,19 jam,46745987,"Fresh Coffee from Roastery! Produk kopi terbaik dari Coffee Roaster kami. Kita bukan pabrik, kita home coffee roaster yang sudah lama bergerak di bidang kopi. Sehingga sangat mendetail mengenai kualitas kopi.Berbagai kopi dari berbagai daerah Indonesia. 
Dijamin single origin asli! tanpa oplos-oplosan.",Juragan,Sentra Kopi,platinum,False,100,8,12,4493,normal,2,98,https://www.bukalapak.com/u/sentrakopi,False,2022-02-20 17:00:00,88000,2022-12-31 16:59:59,100000,12,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h0ibpa-jual-robusta-aceh-gayo-500-gr-biji-bubuk-sentra-kopi-premium-coffee,2022-06-19
105,Baru,2022-03-16 08:39:59,4h4wija,2147483647,False,1,Kopi Bubuk Khas Bangka Cap Bintang 250 Gram,20000,False,9837850153,available,31,350,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,25,,0,0,87,0,0.0,Pangkal Pinang,Kepulauan Bangka Belitung,False,22 jam,27283783,Toko Pertama Yang Menjual Kerupuk dan Makanan Khas Bangka Sejak 1981,Juragan,Toko Amin Bangka,platinum,False,39,1,4,4750,normal,2,9,https://www.bukalapak.com/u/sandroyasmin,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h4wija-jual-kopi-bubuk-khas-bangka-cap-bintang-250-gram,2022-06-19
106,Baru,2022-02-21 10:16:12,4h2z6n1,2147483647,False,1,Kapal Api Coffee Special Bubuk 165 G,12590,True,9832360726,available,472,180,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,19,,0,0,86,0,0.0,Tangerang,Banten,True,2 jam,580415954,Hypermart Cyberpark Karawaci Official Store,Good Seller,Hypermart Cyberpark Karawaci,platinum,True,36,0,16,6250,normal,2,47,https://www.bukalapak.com/u/hypermart_cyberpark_kar_620297,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4h2z6n1-jual-kapal-api-coffee-special-bubuk-165-g,2022-06-19
107,Baru,2021-03-28 16:43:22,4e9w9nj,2147483647,False,1,kopi kapal api bonus royko,3000,False,9631508968,available,916,25,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,29,,0,0,84,0,2.0,Blitar,Jawa Timur,False,16 jam,157231734,,Juragan,Timbul Jaya97,platinum,False,100,0,6,2342,normal,2,2290,https://www.bukalapak.com/u/timbuljaya88,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4e9w9nj-jual-kopi-kapal-api-bonus-royko,2022-06-19
108,Baru,2021-08-18 21:41:48,4gbmttg,2147483647,False,1,Top coffee barista kopi mantap,6600,False,9766187389,available,10,305,https://www.bukalapak.com/c/food/kopi/kopi-bubuk,5.0,30,,0,8,82,0,1.0,Bekasi,Jawa Barat,False,20 jam,327113,Feedback negatif=garansi hangus/non retur Ninja&amp;wahana kurir lelet/sabar..cepat via sicepat/jne/j&amp;t,Recommended Seller,Bumenjaya Abadi,platinum,True,100,4,0,16445,normal,2,599,https://www.bukalapak.com/u/bumenjaya_abadi,False,,,,,,https://www.bukalapak.com/p/food/kopi/kopi-bubuk/4gbmttg-jual-top-coffee-barista-kopi-mantap,2022-06-19
